Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
776,85,RL,,11080,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,Av,GLQ,920,Unf,0,170,1090,GasA,TA,Y,SBrkr,1250,0,0,1250,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1980,RFn,2,582,TA,TA,Y,140,22,0,0,0,0,,,,0,6,2006,WD ,Normal,198000
777,160,RM,36,2820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0,TA,TA,PConc,Gd,TA,No,ALQ,360,Unf,0,270,630,GasA,TA,Y,SBrkr,1060,660,0,1720,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1976,Unf,1,336,TA,TA,Y,92,26,0,0,0,0,,,,0,5,2008,WD ,Normal,156000
778,30,RL,57,11430,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,710,710,GasA,TA,Y,SBrkr,1100,0,0,1100,0,0,2,0,4,1,TA,5,Typ,0,,Detchd,1928,Unf,1,216,Fa,Fa,Y,0,0,0,0,0,0,,,,0,8,2007,WD ,Normal,87000
779,20,RL,72,10080,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338,Gd,TA,PConc,Gd,TA,Gd,GLQ,1620,Unf,0,150,1770,GasA,Ex,Y,SBrkr,1830,0,0,1830,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,,,,0,4,2008,New,Partial,330000
780,160,FV,25,2410,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,ALQ,600,Unf,0,230,830,GasA,Gd,Y,SBrkr,880,860,0,1740,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD ,Normal,209000
781,20,FV,82,11750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,Av,GLQ,50,Unf,0,1740,1790,GasA,Ex,Y,SBrkr,1840,0,0,1840,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,,,,0,7,2007,WD ,Normal,284000
782,20,RL,83,7480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153,TA,TA,CBlock,TA,TA,No,BLQ,610,Unf,0,460,1070,GasA,TA,Y,SBrkr,1120,0,0,1120,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1986,Unf,2,484,TA,TA,Y,192,0,0,0,0,0,,,,0,7,2009,WD ,Normal,162000
783,20,RL,87,10600,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,Gd,TA,Av,ALQ,1150,LwQ,150,230,1530,GasA,Gd,Y,SBrkr,1550,0,0,1550,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1975,RFn,2,418,TA,TA,Y,240,38,0,0,0,0,,,,0,4,2006,WD ,Normal,199000
784,20,RL,59,12240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,MetalSd,,0,TA,Ex,CBlock,TA,TA,No,BLQ,450,Unf,0,500,950,GasA,Gd,Y,SBrkr,1300,0,0,1300,0,0,1,1,3,1,Ex,6,Typ,0,,Detchd,1962,Unf,1,336,TA,TA,Y,63,0,0,0,0,0,,,,0,7,2007,WD ,Normal,169000
785,120,RL,36,4100,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,TwnhsE,1Story,5,6,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149,Gd,Ex,CBlock,TA,TA,No,LwQ,320,GLQ,820,0,1140,GasA,Gd,Y,SBrkr,1180,0,0,1180,0,0,2,0,2,1,TA,5,Typ,0,,Attchd,1984,RFn,1,264,TA,TA,Y,0,105,0,0,0,0,,,,0,7,2007,WD ,Normal,157000
786,30,RL,44,4370,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,310,310,GasA,Gd,Y,SBrkr,850,0,0,850,0,0,1,0,2,1,TA,5,Maj2,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,73000
787,60,RL,57,10840,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,830,830,GasA,Ex,Y,SBrkr,890,890,0,1780,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,,,,0,6,2007,WD ,Normal,206000
788,50,RL,,9680,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,Rec,440,Unf,0,530,970,GasA,Gd,Y,SBrkr,1120,620,0,1740,1,0,1,0,3,1,TA,8,Typ,0,,Detchd,1940,Unf,1,240,TA,TA,N,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,173000
789,30,RL,66,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,730,730,GasA,Ex,Y,SBrkr,790,0,0,790,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1940,Unf,1,240,TA,TA,N,168,0,0,0,0,0,,GdPrv,,0,8,2008,WD ,Normal,133000
790,70,RM,66,3810,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,680,680,GasA,Ex,Y,SBrkr,780,740,0,1520,1,0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,280,TA,TA,N,0,103,0,0,0,0,,,,0,5,2009,WD ,Normal,145000
791,160,RL,24,2420,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,TA,TA,CBlock,TA,TA,No,ALQ,350,Unf,0,590,940,GasA,TA,Y,SBrkr,980,690,0,1670,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,,,,0,4,2009,WD ,Normal,176000
792,20,RL,57,13180,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,Gd,TA,PConc,Gd,TA,No,GLQ,790,Unf,0,410,1200,GasA,Ex,Y,SBrkr,1240,0,0,1240,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2004,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,177000
793,50,RL,72,6350,Pave,,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,Fa,TA,No,LwQ,410,Unf,0,270,680,GasA,Ex,N,SBrkr,710,410,0,1120,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1940,Unf,1,231,TA,TA,Y,0,0,45,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,119000
794,50,RL,84,8980,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,Rec,490,Unf,0,430,920,GasA,TA,Y,SBrkr,960,480,0,1440,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1947,Unf,1,336,TA,TA,Y,158,0,102,0,0,0,,,,0,10,2008,COD,Abnorml,144000
795,90,RL,35,9950,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1020,Unf,0,0,1020,GasA,TA,Y,SBrkr,1120,0,0,1120,0,2,2,0,4,0,TA,4,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,AdjLand,154000
796,50,RL,,12390,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,,0,TA,TA,CBlock,TA,TA,No,BLQ,660,Unf,0,370,1030,GasA,Ex,Y,SBrkr,1420,790,0,2210,0,0,2,0,4,1,Gd,7,Min2,1,Gd,Detchd,1937,Unf,1,240,TA,TA,Y,0,40,0,0,0,0,,,,0,7,2008,WD ,Normal,229000
797,60,FV,82,11020,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,CBlock,Gd,TA,,Unf,0,Unf,0,790,790,GasA,Ex,Y,SBrkr,840,990,0,1830,0,0,3,0,3,1,Gd,8,Typ,0,,Attchd,2007,Unf,2,561,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,New,Partial,244000
798,20,RL,88,13110,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1370,Unf,0,680,2050,GasA,Ex,Y,SBrkr,2150,0,0,2150,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003,Fin,3,708,TA,TA,Y,208,175,0,0,0,0,,,,0,11,2006,WD ,Normal,402000
799,60,RL,,10290,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134,Gd,TA,PConc,Gd,TA,Mn,GLQ,1280,Unf,0,190,1470,GasA,Ex,Y,SBrkr,1530,690,0,2220,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,3,725,TA,TA,Y,168,116,0,0,0,0,,,,0,1,2008,WD ,Normal,310000
800,20,RL,68,10570,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1920,1920,GasA,Ex,Y,SBrkr,1990,0,0,1990,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,,,,0,2,2007,New,Partial,175000
801,90,RL,68,11410,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72,Fa,Fa,CBlock,TA,TA,No,ALQ,760,Unf,0,1210,1970,GasA,TA,N,SBrkr,2030,0,0,2030,2,0,2,0,4,2,TA,8,Typ,0,,,,,0,0,,,Y,0,58,0,0,0,0,,,,0,5,2010,WD ,Normal,163000
802,80,RL,,16890,Pave,,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,,0,TA,TA,PConc,Gd,TA,Gd,GLQ,1230,Unf,0,120,1350,GasA,TA,Y,SBrkr,1520,0,0,1520,2,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977,Fin,2,528,TA,TA,Y,1424,0,0,0,0,0,,MnPrv,,0,9,2007,WD ,Normal,218000
803,60,RL,100,11480,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1000,1000,GasA,Ex,Y,SBrkr,1060,790,0,1850,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,,,,0,7,2008,WD ,Normal,211000
804,60,RL,40,13190,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,GLQ,940,Unf,0,200,1140,GasA,Ex,Y,SBrkr,1180,1440,0,2620,0,0,2,1,4,1,TA,8,Typ,1,TA,BuiltIn,1999,Fin,2,400,TA,TA,Y,144,44,0,0,0,0,,,,0,5,2008,WD ,Normal,258000
805,20,RL,38,9960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,,0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,760,760,GasA,Ex,Y,SBrkr,810,0,0,810,0,1,1,0,2,1,TA,4,Typ,0,,,,,0,0,,,Y,0,200,0,0,0,0,,,,0,6,2009,WD ,Normal,144000
806,50,RL,85,15070,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,,0,TA,TA,PConc,Fa,Gd,No,Unf,0,Unf,0,730,730,GasA,TA,Y,SBrkr,960,720,0,1680,0,0,2,0,3,1,TA,6,Typ,0,,Detchd,1957,Unf,2,484,TA,TA,N,0,59,0,0,0,0,,,,0,3,2010,WD ,Normal,166000
807,120,RL,49,10020,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,,0,Gd,TA,PConc,Gd,TA,Gd,LwQ,500,ALQ,1120,0,1620,GasA,Ex,Y,SBrkr,1670,0,0,1670,1,0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,1994,Fin,2,478,TA,TA,Y,0,30,0,0,217,0,,,,0,5,2007,WD ,Normal,316000
808,20,RL,38,5480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,TA,TA,No,BLQ,180,ALQ,450,290,920,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1963,Unf,1,308,TA,TA,N,143,0,0,0,0,0,,,,0,7,2007,COD,Normal,137000
809,90,RL,48,9530,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,Gd,TA,Mn,Unf,0,Unf,0,970,970,GasA,TA,Y,SBrkr,1030,1030,0,2060,0,0,2,2,4,2,TA,8,Typ,0,,Detchd,1982,Unf,2,480,TA,TA,Y,0,45,0,0,0,0,,,,0,6,2008,WD ,Normal,160000
810,190,RL,78,12310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,,0,TA,TA,PConc,TA,TA,Mn,BLQ,910,Unf,0,230,1140,GasA,Ex,Y,SBrkr,1180,0,0,1180,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Normal,158000
811,20,RL,74,10130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,Av,BLQ,800,Unf,0,450,1250,GasA,TA,Y,SBrkr,1290,0,0,1290,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,,,,0,6,2010,WD ,Normal,156000
812,60,RL,70,9860,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,550,Unf,0,320,870,GasA,Ex,Y,SBrkr,1170,1060,0,2230,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,RFn,2,499,TA,TA,Y,202,93,0,0,0,0,,,,0,7,2007,CWD,Normal,253000
813,20,RL,99,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,No,Rec,460,Unf,0,460,920,GasA,Ex,Y,SBrkr,960,0,0,960,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1955,Unf,1,326,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2006,WD ,Normal,143000
814,20,RL,86,11030,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,Mn,GLQ,60,Unf,0,1260,1320,GasA,Ex,Y,SBrkr,1360,0,0,1360,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,,,,0,3,2010,WD ,Normal,216000
815,20,RL,86,11310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,TA,TA,No,GLQ,440,Unf,0,670,1110,GasA,TA,Y,SBrkr,1300,0,0,1300,1,0,1,0,3,1,TA,7,Min1,0,,2Types,1968,Fin,1,544,TA,TA,Y,0,240,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,153000
816,70,RL,63,7580,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,650,650,GasA,Ex,Y,SBrkr,740,710,0,1450,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1918,Unf,1,215,Fa,TA,Y,0,113,0,0,195,0,,MnPrv,,0,5,2009,WD ,Normal,164000
817,80,RL,57,10150,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,710,Unf,0,230,940,GasA,Ex,Y,SBrkr,1310,0,0,1310,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,,,,0,7,2008,WD ,Normal,221000
818,120,FV,30,4010,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,No,GLQ,80,Unf,0,1550,1630,GasA,Ex,Y,SBrkr,1740,0,0,1740,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006,Fin,2,476,TA,TA,Y,0,120,0,0,0,0,,,,0,2,2007,New,Partial,225000
819,60,RL,89,10020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,760,760,GasA,Gd,Y,FuseA,1160,820,0,1980,0,0,1,1,3,1,TA,7,Min1,1,Gd,Attchd,1949,Unf,1,234,TA,TA,Y,245,60,0,0,0,0,,MnPrv,,0,7,2006,WD ,Normal,164000
820,160,FV,40,3820,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,750,750,GasA,Ex,Y,SBrkr,820,800,0,1620,0,0,2,0,2,1,Gd,5,Typ,0,,Detchd,2007,Unf,2,540,TA,TA,Y,0,102,0,0,0,0,,,,0,2,2008,WD ,Abnorml,174000
821,80,RL,68,10980,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,,0,TA,Gd,CBlock,TA,TA,Av,GLQ,500,Unf,0,500,1000,GasA,TA,Y,SBrkr,1070,0,0,1070,0,1,1,0,2,1,TA,4,Typ,0,,Attchd,1964,Unf,1,336,TA,TA,Y,77,0,0,0,0,0,,GdPrv,Shed,500,7,2006,WD ,Normal,159000
822,60,RL,39,8980,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Gd,TA,PConc,Gd,TA,No,GLQ,660,Unf,0,320,980,GasA,Ex,Y,SBrkr,1020,920,0,1940,0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1993,RFn,2,474,TA,TA,Y,144,96,0,0,0,0,,,,0,10,2008,WD ,Normal,192000
823,20,RL,,15050,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,ALQ,600,Unf,0,520,1120,GasA,Gd,Y,SBrkr,1160,0,0,1160,0,1,1,0,3,1,TA,6,Typ,0,,Detchd,1995,Unf,2,747,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD ,Normal,167000
824,20,RL,95,12420,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,1980,1980,GasA,Gd,Y,SBrkr,2050,0,0,2050,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969,Fin,2,506,TA,TA,Y,0,146,0,0,0,0,,,,0,3,2006,WD ,Normal,223000
825,20,RL,76,9530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,LwQ,880,Unf,0,150,1030,GasA,TA,Y,SBrkr,1270,0,0,1270,0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1954,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,6,2006,WD ,Family,144000
826,90,RL,58,6370,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,,0,TA,Fa,PConc,,,,,0,,0,0,0,GasA,TA,N,SBrkr,1300,0,0,1300,0,0,2,0,2,2,TA,6,Typ,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD ,AdjLand,105000
827,60,RL,84,10410,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,GLQ,640,Unf,0,590,1230,GasA,Ex,Y,SBrkr,1290,1010,0,2300,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,,,,0,6,2009,WD ,Normal,273000
828,20,RL,56,4530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,610,610,GasA,Ex,Y,FuseA,820,0,0,820,0,1,1,0,2,1,Fa,4,Typ,0,,CarPort,1946,Unf,1,220,TA,TA,Y,0,0,24,0,0,0,,,,0,9,2009,WD ,Normal,113000
829,70,RM,67,10290,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,800,800,GasA,Ex,Y,SBrkr,900,860,0,1760,0,0,1,0,4,1,Gd,8,Typ,0,,Detchd,1950,Unf,3,640,TA,TA,Y,0,0,238,0,0,0,,MnPrv,,0,9,2009,WD ,Normal,174000
